"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value",
"Taxol","KYSE-180","24","1.23","Cell cycle: percent G2-M arrested","90.65",
"Taxol","AGS","72","0.41","Cell cycle: percent non-arrested","90.59",
"Taxol","COLO-800","24","1.23","Cell cycle: percent non-arrested","90.56",
"Taxol","KMRC-20","24","0.01","Cell cycle: percent interphase","90.56",
"Taxol","KMRC-20","48","0.14","Cell cycle: percent interphase","90.48",
"Taxol","FU97","24","3.7","Cell cycle: percent interphase","90.37",
"Taxol","FU97","24","1.23","Cell cycle: percent interphase","90.34",
"Taxol","HLF","72","0.01","Cell cycle: percent interphase","90.29",
"Taxol","Calu-1","72","1.23","Cell cycle: percent interphase","90.27",
"Taxol","HLF","72","0.01","Cell cycle: percent interphase","90.26",
"Taxol","5637","24","1.23","Cell cycle: percent interphase","90.24",
"Taxol","A375.S2","48","0.02","Cell cycle: percent interphase","90.22",
"Taxol","HLF","24","0.05","Cell cycle: percent interphase","90.02",
"Taxol","IST-MEL1","24","0.14","Cell cycle: percent G2-M arrested","90",
"Taxol","IST-MEL1","24","1.23","Cell cycle: percent G2-M arrested","90",
"Taxol","KYSE-150","24","0.01","Cell cycle: percent interphase","89.98",
"Taxol","COLO-800","24","0.14","Cell cycle: percent interphase","89.97",
"Taxol","FU97","24","0.14","Cell cycle: percent interphase","89.96",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent interphase","89.94",
"Taxol","LNZTA3WT4","48","0.02","Cell cycle: percent interphase","89.93",
"Taxol","KYSE-180","24","3.7","Cell cycle: percent G2-M arrested","89.88",
"Taxol","IA-LM","24","0.01","Cell cycle: percent G2-M arrested","89.87",
"Taxol","NCI-H810","48","0.14","Cell cycle: percent G2-M arrested","89.82",
"Taxol","COLO-800","24","0.14","Cell cycle: percent non-arrested","89.7",
"Taxol","FU97","24","0.41","Cell cycle: percent interphase","89.7",
"Taxol","PC-9","24","3.7","Cell cycle: percent G2-M arrested","89.66",
"Taxol","NCI-H810","48","0.05","Cell cycle: percent G2-M arrested","89.58",
"Taxol","KMRC-20","48","0.02","Cell cycle: percent interphase","89.55",
"Taxol","LNZTA3WT4","48","0.01","Cell cycle: percent interphase","89.53",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent interphase","89.46",
"Taxol","CAL-51","72","0.01","Cell cycle: percent interphase","89.38",
"Taxol","KYSE-180","24","1.23","Cell cycle: percent G2-M arrested","89.33",
"Taxol","FU97","24","0.02","Cell cycle: percent interphase","89.3",
"Taxol","KYSE-180","48","3.7","Cell cycle: percent G2-M arrested","89.29",
"Taxol","KATO III","24","0.01","Cell cycle: percent G2-M arrested","89.29",
"Taxol","FU97","24","11.11","Cell cycle: percent interphase","89.18",
"Taxol","A375.S2","24","0.05","Cell cycle: percent interphase","89.16",
"Taxol","FU97","72","0.05","Cell cycle: percent interphase","89.14",
"Taxol","HEC-1","48","0.01","Cell cycle: percent interphase","89.1",
"Taxol","LNZTA3WT4","24","0.02","Cell cycle: percent interphase","89.02",
"Taxol","FU97","72","0.41","Cell cycle: percent interphase","88.98",
"Taxol","SK-LMS-1","24","0.01","Cell cycle: percent G2-M arrested","88.89",
"Taxol","NCI-H1648","24","0.05","Cell cycle: percent G2-M arrested","88.89",
"Taxol","PC-9","24","0.14","Cell cycle: percent G2-M arrested","88.89",
"Taxol","PC-9","48","0.01","Cell cycle: percent G2-M arrested","88.89",
"Taxol","LNZTA3WT4","24","0.01","Cell cycle: percent interphase","88.86",
"Taxol","LNZTA3WT4","48","0.01","Cell cycle: percent interphase","88.85",
"Taxol","KYSE-180","24","0.05","Cell cycle: percent G2-M arrested","88.79",
"Taxol","FU97","24","3.7","Cell cycle: percent interphase","88.75",
"Taxol","KYSE-180","24","0.14","Cell cycle: percent G2-M arrested","88.72",
"Taxol","FU97","24","0.05","Cell cycle: percent interphase","88.64",
"Taxol","FU97","72","1.23","Cell cycle: percent interphase","88.63",
"Taxol","COLO-800","24","0.14","Cell cycle: percent non-arrested","88.62",
"Taxol","Ca9-22","72","0.14","Cell cycle: percent interphase","88.62",
"Taxol","KMRC-20","48","0.02","Cell cycle: percent interphase","88.57",
"Taxol","A375.S2","24","0.05","Cell cycle: percent interphase","88.55",
"Taxol","COLO-800","24","0.14","Cell cycle: percent interphase","88.44",
"Taxol","KYSE-180","24","33.33","Cell cycle: percent G2-M arrested","88.42",
"Taxol","NCI-H810","24","0.02","Cell cycle: percent non-arrested","88.36",
"Taxol","SK-LMS-1","24","11.11","Cell cycle: percent G2-M arrested","88.24",
"Taxol","IST-MEL1","24","33.33","Cell cycle: percent G2-M arrested","88.24",
"Taxol","PC-9","72","0.01","Cell cycle: percent G2-M arrested","88.24",
"Taxol","KYSE-140","24","3.7","Cell cycle: percent interphase","88.23",
"Taxol","KYSE-180","24","0.41","Cell cycle: percent G2-M arrested","88.19",
"Taxol","HEC-1","24","0.01","Cell cycle: percent interphase","88.17",
"Taxol","FU97","72","11.11","Cell cycle: percent interphase","88.17",
"Taxol","KYSE-180","24","0.05","Cell cycle: percent G2-M arrested","88.16",
"Taxol","KYSE-180","24","0.14","Cell cycle: percent G2-M arrested","88.05",
"Taxol","KATO III","24","3.7","Cell cycle: percent G2-M arrested","88",
"Taxol","IST-MEL1","24","11.11","Cell cycle: percent G2-M arrested","88",
"Taxol","IST-MEL1","24","0.05","Cell cycle: percent G2-M arrested","88",
"Taxol","A375.S2","24","3.7","Cell cycle: percent interphase","88",
"Taxol","NCI-H810","24","0.02","Cell cycle: percent non-arrested","87.94",
"Taxol","KATO III","24","0.02","Cell cycle: percent G2-M arrested","87.88",
"Taxol","FU97","72","0.02","Cell cycle: percent interphase","87.86",
"Taxol","PC-9","24","0.41","Cell cycle: percent interphase","87.84",
"Taxol","Ishikawa","48","0.02","Cell cycle: percent interphase","87.79",
"Taxol","HEC-1","24","0.01","Cell cycle: percent interphase","87.77",
"Taxol","Ishikawa","72","0.02","Cell cycle: percent interphase","87.71",
"Taxol","PC-9","24","0.41","Cell cycle: percent non-arrested","87.68",
"Taxol","NCI-H810","24","0.41","Cell cycle: percent non-arrested","87.57",
"Taxol","NCI-H810","24","0.02","Cell cycle: percent interphase","87.52",
"Taxol","SNB75","24","0.14","Cell cycle: percent G2-M arrested","87.5",
"Taxol","NCI-H810","48","3.7","Cell cycle: percent G2-M arrested","87.5",
"Taxol","NCI-H1648","24","0.41","Cell cycle: percent G2-M arrested","87.5",
"Taxol","IST-MEL1","24","33.33","Cell cycle: percent G2-M arrested","87.5",
"Taxol","5637","24","11.11","Cell cycle: percent G2-M arrested","87.5",
"Taxol","FU97","72","11.11","Cell cycle: percent interphase","87.43",
"Taxol","KYSE-140","24","3.7","Cell cycle: percent interphase","87.41",
"Taxol","5637","24","1.23","Cell cycle: percent non-arrested","87.3",
"Taxol","KYSE-150","24","0.01","Cell cycle: percent interphase","87.3",
"Taxol","NCI-H810","24","1.23","Cell cycle: percent non-arrested","87.28",
"Taxol","NCI-H810","48","11.11","Cell cycle: percent G2-M arrested","87.27",
"Taxol","Ishikawa","72","0.01","Cell cycle: percent interphase","87.19",
"Taxol","CAL-51","72","0.01","Cell cycle: percent interphase","87.18",
"Taxol","IA-LM","24","0.05","Cell cycle: percent G2-M arrested","87.17",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.01","Cell cycle: percent interphase","87.16",
"Taxol","A375.S2","48","0.05","Cell cycle: percent interphase","87.09",
"Taxol","IA-LM","24","11.11","Cell cycle: percent G2-M arrested","87.07",
"Taxol","NCI-H810","24","0.02","Cell cycle: percent interphase","87.02",
"Taxol","KYSE-140","24","1.23","Cell cycle: percent interphase","86.98",
"Taxol","A375.S2","48","11.11","Cell cycle: percent interphase","86.88",
"Taxol","KMRC-20","72","0.02","Cell cycle: percent interphase","86.87",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.01","Cell cycle: percent interphase","86.85",
"Taxol","Ishikawa","48","0.02","Cell cycle: percent interphase","86.85",
"Taxol","KYSE-180","24","3.7","Cell cycle: percent G2-M arrested","86.84",
"Taxol","5637","24","0.41","Cell cycle: percent non-arrested","86.77",
"Taxol","NCI-H810","24","0.01","Cell cycle: percent non-arrested","86.69",
"Taxol","NCI-H1648","24","1.23","Cell cycle: percent G2-M arrested","86.67",
"Taxol","FU97","72","0.14","Cell cycle: percent interphase","86.49",
"Taxol","KYSE-140","24","33.33","Cell cycle: percent G2-M arrested","86.36",
"Taxol","5637","24","0.05","Cell cycle: percent non-arrested","86.36",
"Taxol","JHH-6","24","0.01","Cell cycle: percent interphase","86.33",
"Taxol","NCI-H1648","24","0.02","Cell cycle: percent G2-M arrested","86.21",
"Taxol","PC-9","24","0.41","Cell cycle: percent G2-M arrested","86.21",
"Taxol","NCI-H810","24","0.01","Cell cycle: percent non-arrested","86.18",
"Taxol","SK-LMS-1","24","33.33","Cell cycle: percent G2-M arrested","86.15",
"Taxol","NCI-H810","72","1.23","Cell cycle: percent G2-M arrested","86.11",
"Taxol","NCI-H810","24","0.41","Cell cycle: percent interphase","86.03",
"Taxol","KMRC-20","48","3.7","Cell cycle: percent interphase","86.02",
"Taxol","FU97","48","1.23","Cell cycle: percent interphase","85.94",
"Taxol","A375.S2","24","11.11","Cell cycle: percent interphase","85.92",
"Taxol","FU97","24","0.05","Cell cycle: percent interphase","85.86",
"Taxol","LNZTA3WT4","24","0.05","Cell cycle: percent interphase","85.81",
"Taxol","NCI-H810","24","1.23","Cell cycle: percent non-arrested","85.77",
"Taxol","NCI-H810","24","0.01","Cell cycle: percent interphase","85.73",
"Taxol","KYSE-140","24","1.23","Cell cycle: percent interphase","85.72",
"Taxol","SK-LMS-1","48","0.01","Cell cycle: percent G2-M arrested","85.71",
"Taxol","SK-LMS-1","24","0.02","Cell cycle: percent G2-M arrested","85.71",
"Taxol","NCI-H810","48","33.33","Cell cycle: percent G2-M arrested","85.71",
"Taxol","NCI-H1648","48","0.02","Cell cycle: percent G2-M arrested","85.71",
"Taxol","KYSE-180","48","11.11","Cell cycle: percent G2-M arrested","85.71",
"Taxol","KYSE-140","48","0.01","Cell cycle: percent G2-M arrested","85.71",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent G2-M arrested","85.71",
"Taxol","IST-MEL1","72","11.11","Cell cycle: percent G2-M arrested","85.71",
"Taxol","A375.S2","48","3.7","Cell cycle: percent interphase","85.68",
"Taxol","A375.S2","24","11.11","Cell cycle: percent interphase","85.61",
"Taxol","Ca9-22","72","0.14","Cell cycle: percent interphase","85.57",
"Taxol","KYSE-150","48","0.01","Cell cycle: percent interphase","85.54",
"Taxol","5637","24","0.01","Cell cycle: percent non-arrested","85.44",
"Taxol","FU97","24","1.23","Cell cycle: percent interphase","85.42",
"Taxol","A375.S2","24","3.7","Cell cycle: percent interphase","85.39",
"Taxol","A375.S2","24","0.41","Cell cycle: percent interphase","85.37",
"Taxol","FU97","72","1.23","Cell cycle: percent interphase","85.34",
"Taxol","PC-9","24","0.05","Cell cycle: percent non-arrested","85.3",
"Taxol","5637","24","0.41","Cell cycle: percent interphase","85.25",
"Taxol","NCI-H810","24","1.23","Cell cycle: percent interphase","85.22",
"Taxol","5637","24","1.23","Cell cycle: percent interphase","85.19",
"Taxol","A375.S2","48","0.14","Cell cycle: percent interphase","85.1",
"Taxol","PC-9","24","11.11","Cell cycle: percent non-arrested","85.09",
"Taxol","5637","24","0.05","Cell cycle: percent non-arrested","85.08",
"Taxol","KYSE-140","24","0.41","Cell cycle: percent interphase","85.06",
"Taxol","NCI-H810","24","0.01","Cell cycle: percent interphase","85.02",
"Taxol","NCI-H1648","24","0.02","Cell cycle: percent G2-M arrested","85",
"Taxol","KATO III","24","33.33","Cell cycle: percent G2-M arrested","85",
"Taxol","HEC-1","48","0.01","Cell cycle: percent interphase","84.98",
"Taxol","COLO-800","24","0.41","Cell cycle: percent non-arrested","84.94",
"Taxol","COLO-800","24","0.41","Cell cycle: percent interphase","84.94",
"Taxol","KYSE-140","24","0.05","Cell cycle: percent interphase","84.91",
"Taxol","FU97","24","11.11","Cell cycle: percent interphase","84.86",
"Taxol","NCI-H1648","24","0.05","Cell cycle: percent G2-M arrested","84.85",
"Taxol","FU97","72","3.7","Cell cycle: percent interphase","84.85",
"Taxol","KMRC-20","48","0.41","Cell cycle: percent interphase","84.82",
"Taxol","IA-LM","24","0.02","Cell cycle: percent G2-M arrested","84.8",
"Taxol","NCI-H810","24","11.11","Cell cycle: percent non-arrested","84.77",
"Taxol","A375.S2","48","11.11","Cell cycle: percent interphase","84.58",
"Taxol","KMRC-20","24","0.02","Cell cycle: percent interphase","84.49",
"Taxol","A375.S2","48","0.05","Cell cycle: percent interphase","84.49",
"Taxol","SK-LMS-1","24","0.41","Cell cycle: percent G2-M arrested","84.48",
"Taxol","5637","24","0.05","Cell cycle: percent interphase","84.48",
"Taxol","PC-9","24","0.05","Cell cycle: percent interphase","84.48",
"Taxol","KYSE-140","48","11.11","Cell cycle: percent interphase","84.41",
"Taxol","KYSE-140","24","0.05","Cell cycle: percent G2-M arrested","84.38",
"Taxol","PC-9","24","0.41","Cell cycle: percent non-arrested","84.37",
"Taxol","FU97","72","3.7","Cell cycle: percent interphase","84.34",
"Taxol","A375.S2","48","3.7","Cell cycle: percent interphase","84.32",
"Taxol","KYSE-140","24","0.05","Cell cycle: percent interphase","84.31",
"Taxol","HLF","24","0.14","Cell cycle: percent interphase","84.31",
"Taxol","Ca9-22","48","0.41","Cell cycle: percent non-arrested","84.28",
"Taxol","LNZTA3WT4","24","0.02","Cell cycle: percent interphase","84.27",
"Taxol","NCI-H1648","24","3.7","Cell cycle: percent G2-M arrested","84.21",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent G2-M arrested","84.21",
"Taxol","KATO III","24","0.05","Cell cycle: percent G2-M arrested","84.15",
"Taxol","CAL-51","24","0.02","Cell cycle: percent interphase","84.13",
"Taxol","Ca9-22","72","0.05","Cell cycle: percent interphase","84.12",
"Taxol","PC-9","24","0.14","Cell cycle: percent non-arrested","84.1",
"Taxol","5637","24","0.01","Cell cycle: percent interphase","84.04",
"Taxol","KMRC-20","72","0.02","Cell cycle: percent interphase","84.02",
"Taxol","NCI-H810","48","1.23","Cell cycle: percent G2-M arrested","84",
"Taxol","KYSE-140","24","33.33","Cell cycle: percent G2-M arrested","84",
"Taxol","KATO III","24","3.7","Cell cycle: percent G2-M arrested","84",
"Taxol","IST-MEL1","24","11.11","Cell cycle: percent G2-M arrested","84",
"Taxol","5637","24","0.02","Cell cycle: percent non-arrested","84",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.01","Cell cycle: percent interphase","83.99",
"Taxol","LNZTA3WT4","24","0.05","Cell cycle: percent interphase","83.94",
"Taxol","NCI-H810","24","0.41","Cell cycle: percent non-arrested","83.92",
"Taxol","CAL-51","48","0.01","Cell cycle: percent interphase","83.91",
"Taxol","COLO-800","24","0.41","Cell cycle: percent interphase","83.89",
"Taxol","Ishikawa","48","0.05","Cell cycle: percent interphase","83.88",
"Taxol","Ishikawa","72","0.02","Cell cycle: percent interphase","83.88",
"Taxol","NCI-H810","24","1.23","Cell cycle: percent interphase","83.73",
"Taxol","Ishikawa","48","0.14","Cell cycle: percent interphase","83.73",
"Taxol","PC-9","24","0.05","Cell cycle: percent non-arrested","83.73",
"Taxol","NCI-H810","24","0.14","Cell cycle: percent non-arrested","83.7",
"Taxol","Ca9-22","72","0.01","Cell cycle: percent interphase","83.7",
"Taxol","NCI-H810","24","3.7","Cell cycle: percent non-arrested","83.69",
"Taxol","PC-9","24","0.14","Cell cycle: percent non-arrested","83.68",
"Taxol","KMRC-20","48","11.11","Cell cycle: percent interphase","83.67",
"Taxol","KMRC-20","24","0.02","Cell cycle: percent interphase","83.66",
"Taxol","COLO-800","24","0.41","Cell cycle: percent non-arrested","83.64",
"Taxol","LNZTA3WT4","72","0.02","Cell cycle: percent interphase","83.62",
"Taxol","PC-9","24","3.7","Cell cycle: percent non-arrested","83.54",
"Taxol","PC-9","24","0.14","Cell cycle: percent interphase","83.43",
"Taxol","PC-9","24","11.11","Cell cycle: percent interphase","83.4",
"Taxol","Ca9-22","48","1.23","Cell cycle: percent non-arrested","83.39",
"Taxol","SK-LMS-1","48","0.02","Cell cycle: percent G2-M arrested","83.33",
"Taxol","NCI-H810","48","0.41","Cell cycle: percent G2-M arrested","83.33",
"Taxol","NCI-H1648","24","0.14","Cell cycle: percent G2-M arrested","83.33",
"Taxol","NCI-H1648","72","0.14","Cell cycle: percent G2-M arrested","83.33",
"Taxol","NCI-H1648","24","1.23","Cell cycle: percent G2-M arrested","83.33",
"Taxol","NCI-H1648","48","3.7","Cell cycle: percent G2-M arrested","83.33",
"Taxol","NCI-H1648","48","11.11","Cell cycle: percent G2-M arrested","83.33",
"Taxol","KYSE-180","48","11.11","Cell cycle: percent G2-M arrested","83.33",
"Taxol","KYSE-140","24","0.41","Cell cycle: percent G2-M arrested","83.33",
"Taxol","KYSE-140","24","0.01","Cell cycle: percent G2-M arrested","83.33",
"Taxol","KYSE-140","24","11.11","Cell cycle: percent G2-M arrested","83.33",
"Taxol","IST-MEL1","72","3.7","Cell cycle: percent G2-M arrested","83.33",
"Taxol","5637","24","3.7","Cell cycle: percent G2-M arrested","83.33",
"Taxol","5637","24","0.02","Cell cycle: percent interphase","83.33",
"Taxol","5637","24","0.02","Cell cycle: percent G2-M arrested","83.33",
"Taxol","5637","24","11.11","Cell cycle: percent G2-M arrested","83.33",
"Taxol","PC-9","24","0.14","Cell cycle: percent interphase","83.33",
"Taxol","PC-9","24","1.23","Cell cycle: percent non-arrested","83.33",
"Taxol","NCI-H810","24","11.11","Cell cycle: percent interphase","83.31",
"Taxol","KYSE-150","48","0.01","Cell cycle: percent interphase","83.26",
"Taxol","PC-9","24","0.41","Cell cycle: percent interphase","83.23",
"Taxol","NCI-H810","24","11.11","Cell cycle: percent non-arrested","83.2",
"Taxol","KYSE-140","24","0.14","Cell cycle: percent interphase","83.15",
"Taxol","5637","24","3.7","Cell cycle: percent non-arrested","83.12",
"Taxol","KYSE-140","48","3.7","Cell cycle: percent interphase","83.12",
"Taxol","5637","24","3.7","Cell cycle: percent interphase","83.1",
"Taxol","LNZTA3WT4","72","0.02","Cell cycle: percent interphase","83.06",
"Taxol","KYSE-140","48","3.7","Cell cycle: percent interphase","83.04",
"Taxol","A375.S2","24","0.14","Cell cycle: percent interphase","83.02",
"Taxol","FU97","72","0.02","Cell cycle: percent interphase","83.01",
"Taxol","NCI-H810","72","0.14","Cell cycle: percent G2-M arrested","82.98",
"Taxol","5637","24","0.14","Cell cycle: percent non-arrested","82.98",
"Taxol","KMRC-20","72","0.14","Cell cycle: percent interphase","82.93",
"Taxol","Ishikawa","72","0.14","Cell cycle: percent interphase","82.88",
"Taxol","647-V","48","0.01","Cell cycle: percent interphase","82.88",
"Taxol","KYSE-140","48","11.11","Cell cycle: percent interphase","82.79",
"Taxol","HLF","24","0.14","Cell cycle: percent interphase","82.77",
"Taxol","PC-9","24","1.23","Cell cycle: percent interphase","82.72",
"Taxol","Ca9-22","48","0.41","Cell cycle: percent non-arrested","82.7",
"Taxol","NCI-H810","24","0.14","Cell cycle: percent non-arrested","82.66",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","0.02","Cell cycle: percent interphase","82.58",
