"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value",
"Taxol","HLF","24","11.11","Cell cycle: percent mitosis","18.97",
"Taxol","HEC-1","24","3.7","Cell cycle: percent mitosis","18.96",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.05","Cell cycle: percent non-arrested","18.95",
"Taxol","HLF","24","0.41","Cell cycle: percent mitosis","18.94",
"Taxol","KYSE-150","48","11.11","Cell cycle: percent non-arrested","18.93",
"Taxol","NCI-H1648","24","11.11","Cell cycle: percent mitosis","18.92",
"Taxol","NCI-H1648","72","0.02","Cell cycle: percent non-arrested","18.87",
"Taxol","NCI-H1648","48","3.7","Cell cycle: percent mitosis","18.84",
"Taxol","KYSE-140","72","11.11","Cell cycle: percent non-arrested","18.84",
"Taxol","COLO-679","72","11.11","Cell cycle: percent mitosis","18.8",
"Taxol","PC-9","48","33.33","Cell cycle: percent non-arrested","18.77",
"Taxol","Ca Ski","48","11.11","Cell cycle: percent interphase","18.76",
"Taxol","KATO III","48","11.11","Cell cycle: percent G2-M arrested","18.75",
"Taxol","KYSE-150","48","0.14","Cell cycle: percent non-arrested","18.75",
"Taxol","Ca Ski","24","1.23","Cell cycle: percent mitosis","18.75",
"Taxol","HLF","24","11.11","Cell cycle: percent mitosis","18.66",
"Taxol","COLO-679","24","0.02","Cell cycle: percent mitosis","18.66",
"Taxol","CAL-51","24","11.11","Cell cycle: percent mitosis","18.63",
"Taxol","JHH-6","48","0.41","Cell cycle: percent non-arrested","18.62",
"Taxol","Ishikawa","48","3.7","Cell cycle: percent non-arrested","18.62",
"Taxol","COLO-800","48","0.41","Cell cycle: percent non-arrested","18.61",
"Taxol","COLO-800","48","0.41","Cell cycle: percent interphase","18.61",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.41","Cell cycle: percent non-arrested","18.58",
"Taxol","SK-LMS-1","24","11.11","Cell cycle: percent mitosis","18.56",
"Taxol","NCI-H1648","48","0.01","Cell cycle: percent non-arrested","18.52",
"Taxol","NCI-H1648","24","0.05","Cell cycle: percent mitosis","18.49",
"Taxol","HLF","48","0.05","Cell cycle: percent non-arrested","18.48",
"Taxol","Ca Ski","24","0.05","Cell cycle: percent mitosis","18.48",
"Taxol","5637","72","3.7","Cell cycle: percent interphase","18.48",
"Taxol","KYSE-450","24","0.02","Cell cycle: percent mitosis","18.47",
"Taxol","NCI-H1648","24","33.33","Cell cycle: percent interphase","18.46",
"Taxol","SK-LMS-1","24","0.14","Cell cycle: percent mitosis","18.43",
"Taxol","KMRC-20","72","0.14","Cell cycle: percent non-arrested","18.43",
"Taxol","5637","72","33.33","Cell cycle: percent non-arrested","18.42",
"Taxol","5637","72","33.33","Cell cycle: percent interphase","18.42",
"Taxol","Ishikawa","72","0.05","Cell cycle: percent non-arrested","18.42",
"Taxol","5637","72","0.41","Cell cycle: percent interphase","18.42",
"Taxol","COLO-679","48","11.11","Cell cycle: percent mitosis","18.37",
"Taxol","AGS","24","0.41","Cell cycle: percent non-arrested","18.3",
"Taxol","KMRC-20","24","0.14","Cell cycle: percent mitosis","18.29",
"Taxol","Ca9-22","72","0.01","Cell cycle: percent non-arrested","18.27",
"Taxol","Ca9-22","48","0.05","Cell cycle: percent interphase","18.25",
"Taxol","Calu-3","48","0.02","Cell cycle: percent interphase","18.24",
"Taxol","CAL-51","72","0.02","Cell cycle: percent non-arrested","18.24",
"Taxol","Calu-3","72","11.11","Cell cycle: percent mitosis","18.23",
"Taxol","647-V","24","11.11","Cell cycle: percent mitosis","18.22",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.05","Cell cycle: percent interphase","18.21",
"Taxol","NCI-H1648","72","0.14","Cell cycle: percent interphase","18.18",
"Taxol","NCI-H1648","24","0.02","Cell cycle: percent mitosis","18.18",
"Taxol","NCI-H1648","48","0.05","Cell cycle: percent non-arrested","18.18",
"Taxol","COLO-679","48","11.11","Cell cycle: percent mitosis","18.18",
"Taxol","Calu-3","48","11.11","Cell cycle: percent interphase","18.18",
"Taxol","SK-LMS-1","72","0.01","Cell cycle: percent non-arrested","18.16",
"Taxol","Ishikawa","48","11.11","Cell cycle: percent non-arrested","18.16",
"Taxol","SNB75","48","0.05","Cell cycle: percent interphase","18.13",
"Taxol","KMRC-20","72","0.41","Cell cycle: percent non-arrested","18.12",
"Taxol","JHH-6","48","0.05","Cell cycle: percent non-arrested","18.09",
"Taxol","IA-LM","24","11.11","Cell cycle: percent mitosis","18.07",
"Taxol","Ca Ski","24","0.02","Cell cycle: percent mitosis","18.07",
"Taxol","SNB75","48","0.05","Cell cycle: percent non-arrested","18.02",
"Taxol","5637","72","11.11","Cell cycle: percent interphase","18.01",
"Taxol","PC-9","48","33.33","Cell cycle: percent interphase","18.01",
"Taxol","AGS","24","1.23","Cell cycle: percent non-arrested","18",
"Taxol","AGS","72","0.01","Cell cycle: percent non-arrested","18",
"Taxol","Ishikawa","72","1.23","Cell cycle: percent non-arrested","17.97",
"Taxol","COLO-679","72","0.01","Cell cycle: percent mitosis","17.96",
"Taxol","HEC-1","24","1.23","Cell cycle: percent mitosis","17.95",
"Taxol","5637","24","0.02","Cell cycle: percent mitosis","17.91",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.14","Cell cycle: percent interphase","17.9",
"Taxol","Calu-3","72","3.7","Cell cycle: percent mitosis","17.9",
"Taxol","Ishikawa","48","0.14","Cell cycle: percent non-arrested","17.89",
"Taxol","AGS","48","0.02","Cell cycle: percent non-arrested","17.89",
"Taxol","Ca9-22","48","0.01","Cell cycle: percent non-arrested","17.87",
"Taxol","COLO-800","72","0.01","Cell cycle: percent non-arrested","17.86",
"Taxol","COLO-800","72","0.01","Cell cycle: percent interphase","17.86",
"Taxol","KYSE-140","72","11.11","Cell cycle: percent non-arrested","17.86",
"Taxol","KYSE-140","48","0.01","Cell cycle: percent non-arrested","17.85",
"Taxol","Calu-3","48","0.41","Cell cycle: percent interphase","17.84",
"Taxol","Calu-3","72","0.14","Cell cycle: percent mitosis","17.82",
"Taxol","CAL-51","24","0.14","Cell cycle: percent mitosis","17.8",
"Taxol","SK-LMS-1","24","1.23","Cell cycle: percent mitosis","17.77",
"Taxol","NCI-H810","24","0.14","Cell cycle: percent mitosis","17.77",
"Taxol","HUTU-80","48","0.01","Cell cycle: percent non-arrested","17.77",
"Taxol","HUTU-80","48","0.01","Cell cycle: percent interphase","17.77",
"Taxol","KYSE-150","24","0.41","Cell cycle: percent non-arrested","17.76",
"Taxol","Ishikawa","72","11.11","Cell cycle: percent non-arrested","17.76",
"Taxol","NCI-H1648","24","0.01","Cell cycle: percent mitosis","17.74",
"Taxol","KMRC-20","72","3.7","Cell cycle: percent non-arrested","17.74",
"Taxol","Calu-3","72","1.23","Cell cycle: percent mitosis","17.72",
"Taxol","NCI-H810","72","33.33","Cell cycle: percent non-arrested","17.7",
"Taxol","COLO-679","24","0.01","Cell cycle: percent mitosis","17.67",
"Taxol","Calu-3","72","0.05","Cell cycle: percent mitosis","17.65",
"Taxol","SK-LMS-1","72","0.01","Cell cycle: percent interphase","17.61",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","3.7","Cell cycle: percent non-arrested","17.6",
"Taxol","HLF","48","0.05","Cell cycle: percent non-arrested","17.57",
"Taxol","CAL-51","72","0.02","Cell cycle: percent non-arrested","17.55",
"Taxol","COLO-679","72","3.7","Cell cycle: percent mitosis","17.52",
"Taxol","KMRC-20","24","3.7","Cell cycle: percent mitosis","17.48",
"Taxol","Ca Ski","24","1.23","Cell cycle: percent mitosis","17.47",
"Taxol","JHH-6","48","1.23","Cell cycle: percent non-arrested","17.46",
"Taxol","KMRC-20","72","11.11","Cell cycle: percent non-arrested","17.42",
"Taxol","Ishikawa","48","3.7","Cell cycle: percent non-arrested","17.41",
"Taxol","5637","48","0.02","Cell cycle: percent interphase","17.39",
"Taxol","KMRC-20","48","3.7","Cell cycle: percent non-arrested","17.39",
"Taxol","KYSE-150","24","11.11","Cell cycle: percent non-arrested","17.35",
"Taxol","HEC-1","48","11.11","Cell cycle: percent non-arrested","17.35",
"Taxol","A375.S2","48","0.41","Cell cycle: percent non-arrested","17.34",
"Taxol","Ca Ski","24","3.7","Cell cycle: percent mitosis","17.31",
"Taxol","HEC-1","24","0.05","Cell cycle: percent mitosis","17.27",
"Taxol","647-V","24","0.41","Cell cycle: percent non-arrested","17.27",
"Taxol","KYSE-140","48","33.33","Cell cycle: percent non-arrested","17.25",
"Taxol","AGS","24","11.11","Cell cycle: percent non-arrested","17.23",
"Taxol","FU97","72","0.05","Cell cycle: percent non-arrested","17.22",
"Taxol","COLO-679","72","0.02","Cell cycle: percent mitosis","17.22",
"Taxol","A375.S2","48","1.23","Cell cycle: percent non-arrested","17.21",
"Taxol","CAL-51","48","0.01","Cell cycle: percent non-arrested","17.19",
"Taxol","KYSE-140","48","33.33","Cell cycle: percent interphase","17.17",
"Taxol","KYSE-180","72","0.41","Cell cycle: percent non-arrested","17.16",
"Taxol","KMRC-20","72","3.7","Cell cycle: percent non-arrested","17.15",
"Taxol","KYSE-180","48","0.14","Cell cycle: percent non-arrested","17.13",
"Taxol","AGS","24","3.7","Cell cycle: percent non-arrested","17.12",
"Taxol","Calu-3","24","0.02","Cell cycle: percent interphase","17.11",
"Taxol","Calu-3","72","0.02","Cell cycle: percent interphase","17.06",
"Taxol","JHH-6","48","0.14","Cell cycle: percent non-arrested","17.05",
"Taxol","COLO-679","72","0.01","Cell cycle: percent mitosis","17.04",
"Taxol","KYSE-150","48","1.23","Cell cycle: percent non-arrested","17.01",
"Taxol","HEC-1","48","11.11","Cell cycle: percent non-arrested","16.99",
"Taxol","SK-MES","24","3.7","Cell cycle: percent mitosis","16.95",
"Taxol","NCI-H1648","48","1.23","Cell cycle: percent interphase","16.95",
"Taxol","HEC-1","24","1.23","Cell cycle: percent non-arrested","16.95",
"Taxol","KYSE-140","48","0.14","Cell cycle: percent non-arrested","16.94",
"Taxol","NCI-H1648","48","0.01","Cell cycle: percent interphase","16.9",
"Taxol","Ca Ski","24","0.41","Cell cycle: percent mitosis","16.89",
"Taxol","KYSE-140","48","0.01","Cell cycle: percent non-arrested","16.88",
"Taxol","COLO-679","48","0.02","Cell cycle: percent mitosis","16.87",
"Taxol","KYSE-150","72","0.01","Cell cycle: percent non-arrested","16.86",
"Taxol","KMRC-20","72","1.23","Cell cycle: percent non-arrested","16.81",
"Taxol","Ishikawa","48","0.41","Cell cycle: percent non-arrested","16.76",
"Taxol","Ca9-22","48","0.14","Cell cycle: percent interphase","16.76",
"Taxol","SK-LMS-1","24","33.33","Cell cycle: percent mitosis","16.75",
"Taxol","LNZTA3WT4","24","11.11","Cell cycle: percent mitosis","16.75",
"Taxol","Calu-3","72","0.05","Cell cycle: percent interphase","16.74",
"Taxol","COLO-679","24","0.02","Cell cycle: percent mitosis","16.73",
"Taxol","A375.S2","48","1.23","Cell cycle: percent non-arrested","16.71",
"Taxol","KYSE-180","48","0.14","Cell cycle: percent interphase","16.7",
"Taxol","SK-MES","48","0.02","Cell cycle: percent G2-M arrested","16.67",
"Taxol","SK-MES","48","0.02","Cell cycle: percent G2-M arrested","16.67",
"Taxol","SK-MES","48","11.11","Cell cycle: percent G2-M arrested","16.67",
"Taxol","NCI-H1648","48","0.05","Cell cycle: percent interphase","16.67",
"Taxol","KYSE-180","72","0.41","Cell cycle: percent interphase","16.67",
"Taxol","5637","24","1.23","Cell cycle: percent mitosis","16.67",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","3.7","Cell cycle: percent non-arrested","16.56",
"Taxol","KYSE-150","48","3.7","Cell cycle: percent non-arrested","16.54",
"Taxol","LNZTA3WT4","48","0.05","Cell cycle: percent non-arrested","16.5",
"Taxol","647-V","24","0.14","Cell cycle: percent non-arrested","16.5",
"Taxol","Ca9-22","48","0.01","Cell cycle: percent non-arrested","16.49",
"Taxol","5637","24","1.23","Cell cycle: percent mitosis","16.48",
"Taxol","KYSE-140","48","0.14","Cell cycle: percent non-arrested","16.47",
"Taxol","HEC-1","24","0.14","Cell cycle: percent mitosis","16.46",
"Taxol","SNB75","72","0.14","Cell cycle: percent non-arrested","16.43",
"Taxol","SNB75","72","0.14","Cell cycle: percent interphase","16.43",
"Taxol","5637","24","0.05","Cell cycle: percent mitosis","16.42",
"Taxol","NCI-H810","72","33.33","Cell cycle: percent interphase","16.41",
"Taxol","KMRC-20","48","1.23","Cell cycle: percent non-arrested","16.36",
"Taxol","647-V","24","1.23","Cell cycle: percent non-arrested","16.35",
"Taxol","KYSE-150","48","3.7","Cell cycle: percent non-arrested","16.34",
"Taxol","IA-LM","48","33.33","Cell cycle: percent G2-M arrested","16.33",
"Taxol","KYSE-150","48","1.23","Cell cycle: percent non-arrested","16.33",
"Taxol","COLO-679","24","0.01","Cell cycle: percent non-arrested","16.33",
"Taxol","KATO III","24","33.33","Cell cycle: percent mitosis","16.32",
"Taxol","KMRC-20","48","0.41","Cell cycle: percent non-arrested","16.31",
"Taxol","Ca9-22","72","0.01","Cell cycle: percent non-arrested","16.3",
"Taxol","HEC-1","24","11.11","Cell cycle: percent mitosis","16.28",
"Taxol","Ca9-22","48","0.41","Cell cycle: percent interphase","16.28",
"Taxol","NCI-H1648","24","0.14","Cell cycle: percent mitosis","16.22",
"Taxol","Ca Ski","24","0.41","Cell cycle: percent mitosis","16.22",
"Taxol","647-V","48","0.01","Cell cycle: percent non-arrested","16.19",
"Taxol","KYSE-140","48","0.41","Cell cycle: percent non-arrested","16.17",
"Taxol","Ishikawa","72","0.05","Cell cycle: percent non-arrested","16.16",
"Taxol","KYSE-140","48","0.41","Cell cycle: percent non-arrested","16.15",
"Taxol","HEC-1","72","0.01","Cell cycle: percent non-arrested","16.14",
"Taxol","5637","72","11.11","Cell cycle: percent non-arrested","16.13",
"Taxol","KMRC-20","24","0.14","Cell cycle: percent mitosis","16.05",
"Taxol","HLF","24","0.41","Cell cycle: percent mitosis","16.05",
"Taxol","Ca9-22","48","0.05","Cell cycle: percent interphase","16.05",
"Taxol","AGS","24","3.7","Cell cycle: percent non-arrested","16.05",
"Taxol","KYSE-180","72","0.41","Cell cycle: percent non-arrested","16.04",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","11.11","Cell cycle: percent non-arrested","16.03",
"Taxol","HEC-1","24","11.11","Cell cycle: percent mitosis","16.03",
"Taxol","COLO-679","72","1.23","Cell cycle: percent mitosis","16.03",
"Taxol","SNB75","48","0.02","Cell cycle: percent interphase","16.01",
"Taxol","NCI-H1648","72","0.02","Cell cycle: percent interphase","16",
"Taxol","NCI-H810","72","33.33","Cell cycle: percent non-arrested","15.99",
"Taxol","SNB75","48","0.02","Cell cycle: percent non-arrested","15.97",
"Taxol","SJCRH30","48","1.23","Cell cycle: percent non-arrested","15.97",
"Taxol","SJCRH30","48","1.23","Cell cycle: percent interphase","15.97",
"Taxol","NCI-H1648","24","1.23","Cell cycle: percent mitosis","15.96",
"Taxol","KMRC-20","72","0.05","Cell cycle: percent non-arrested","15.94",
"Taxol","AGS","72","0.01","Cell cycle: percent non-arrested","15.87",
"Taxol","KATO III","48","33.33","Cell cycle: percent non-arrested","15.86",
"Taxol","KYSE-150","24","1.23","Cell cycle: percent non-arrested","15.86",
"Taxol","SK-MES","24","3.7","Cell cycle: percent mitosis","15.84",
"Taxol","HLF","48","0.02","Cell cycle: percent non-arrested","15.84",
"Taxol","647-V","24","1.23","Cell cycle: percent non-arrested","15.84",
"Taxol","CAL-51","24","0.05","Cell cycle: percent mitosis","15.83",
"Taxol","KATO III","24","3.7","Cell cycle: percent mitosis","15.82",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","1.23","Cell cycle: percent non-arrested","15.82",
"Taxol","Ishikawa","72","11.11","Cell cycle: percent non-arrested","15.82",
"Taxol","SK-MES","48","0.01","Cell cycle: percent interphase","15.79",
"Taxol","NCI-H1648","48","0.05","Cell cycle: percent mitosis","15.79",
"Taxol","KYSE-180","72","0.41","Cell cycle: percent interphase","15.79",
"Taxol","647-V","24","0.41","Cell cycle: percent non-arrested","15.78",
"Taxol","SNB75","48","0.05","Cell cycle: percent non-arrested","15.77",
"Taxol","SNB75","48","0.05","Cell cycle: percent interphase","15.77",
"Taxol","SK-MES","48","0.01","Cell cycle: percent non-arrested","15.77",
"Taxol","COLO-679","48","0.14","Cell cycle: percent mitosis","15.77",
"Taxol","Ca9-22","72","0.05","Cell cycle: percent non-arrested","15.75",
"Taxol","Ca9-22","48","1.23","Cell cycle: percent interphase","15.73",
"Taxol","COLO-679","24","0.41","Cell cycle: percent mitosis","15.72",
"Taxol","NCI-H1648","48","0.05","Cell cycle: percent interphase","15.69",
"Taxol","KYSE-140","48","1.23","Cell cycle: percent non-arrested","15.68",
"Taxol","SK-MES","48","0.01","Cell cycle: percent interphase","15.67",
"Taxol","SK-MES","48","0.01","Cell cycle: percent non-arrested","15.66",
"Taxol","FU97","72","3.7","Cell cycle: percent non-arrested","15.66",
"Taxol","CAL-51","48","0.01","Cell cycle: percent non-arrested","15.61",
"Taxol","KMRC-20","24","0.41","Cell cycle: percent non-arrested","15.58",
"Taxol","Ishikawa","72","3.7","Cell cycle: percent non-arrested","15.57",
"Taxol","COLO-679","24","0.01","Cell cycle: percent non-arrested","15.57",
"Taxol","Ishikawa","48","1.23","Cell cycle: percent non-arrested","15.55",
"Taxol","FU97","72","0.02","Cell cycle: percent non-arrested","15.53",
"Taxol","647-V","24","0.05","Cell cycle: percent non-arrested","15.52",
"Taxol","COLO-679","24","11.11","Cell cycle: percent mitosis","15.46",
"Taxol","COLO-679","24","3.7","Cell cycle: percent mitosis","15.44",
"Taxol","NCI-H810","72","33.33","Cell cycle: percent interphase","15.34",
"Taxol","647-V","48","0.01","Cell cycle: percent non-arrested","15.33",
"Taxol","Ishikawa","72","0.14","Cell cycle: percent non-arrested","15.32",
"Taxol","A375.S2","48","0.14","Cell cycle: percent non-arrested","15.32",
"Taxol","KMRC-20","48","11.11","Cell cycle: percent non-arrested","15.28",
"Taxol","Calu-3","72","0.01","Cell cycle: percent mitosis","15.25",
"Taxol","NCI-H1648","48","1.23","Cell cycle: percent mitosis","15.22",
"Taxol","HEC-1","24","0.41","Cell cycle: percent mitosis","15.2",
"Taxol","IA-LM","24","0.01","Cell cycle: percent mitosis","15.18",
"Taxol","KYSE-140","24","0.41","Cell cycle: percent mitosis","15.14",
"Taxol","SNB75","72","0.02","Cell cycle: percent interphase","15.11",
"Taxol","5637","24","0.41","Cell cycle: percent mitosis","15.09",
"Taxol","5637","24","11.11","Cell cycle: percent mitosis","15.09",
"Taxol","HEC-1","24","0.05","Cell cycle: percent mitosis","15.09",
"Taxol","SNB75","72","0.02","Cell cycle: percent non-arrested","15.08",
"Taxol","KYSE-180","24","33.33","Cell cycle: percent mitosis","15.07",
"Taxol","HUTU-80","48","0.05","Cell cycle: percent non-arrested","15.06",
"Taxol","HUTU-80","48","0.05","Cell cycle: percent interphase","15.06",
"Taxol","IA-LM","24","1.23","Cell cycle: percent mitosis","15.05",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","3.7","Cell cycle: percent non-arrested","15.02",
"Taxol","LNZTA3WT4","48","0.05","Cell cycle: percent non-arrested","15",
"Taxol","COLO-679","48","0.05","Cell cycle: percent mitosis","15",
"Taxol","CAL-51","24","11.11","Cell cycle: percent mitosis","14.99",
"Taxol","KYSE-150","48","11.11","Cell cycle: percent non-arrested","14.93",
"Taxol","COLO-679","24","0.01","Cell cycle: percent mitosis","14.9",
"Taxol","NCI-H1648","48","0.02","Cell cycle: percent mitosis","14.89",
"Taxol","KYSE-150","48","0.14","Cell cycle: percent non-arrested","14.87",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.14","Cell cycle: percent non-arrested","14.87",
"Taxol","HEC-1","24","0.41","Cell cycle: percent non-arrested","14.87",
"Taxol","KATO III","48","33.33","Cell cycle: percent interphase","14.86",
"Taxol","Calu-3","72","0.01","Cell cycle: percent mitosis","14.83",
"Taxol","SK-LMS-1","24","11.11","Cell cycle: percent mitosis","14.78",
"Taxol","KYSE-150","24","0.41","Cell cycle: percent non-arrested","14.75",
"Taxol","KMRC-20","48","1.23","Cell cycle: percent non-arrested","14.75",
"Taxol","KYSE-140","48","1.23","Cell cycle: percent non-arrested","14.73",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","3.7","Cell cycle: percent non-arrested","14.73",
"Taxol","SK-LMS-1","24","33.33","Cell cycle: percent mitosis","14.72",
"Taxol","KYSE-150","72","0.01","Cell cycle: percent non-arrested","14.72",
"Taxol","Calu-3","72","0.14","Cell cycle: percent mitosis","14.69",
"Taxol","647-V","24","0.05","Cell cycle: percent non-arrested","14.68",
"Taxol","HEC-1","24","3.7","Cell cycle: percent non-arrested","14.67",
"Taxol","AGS","24","0.14","Cell cycle: percent non-arrested","14.66",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","0.14","Cell cycle: percent interphase","14.63",
"Taxol","COLO-679","48","0.05","Cell cycle: percent mitosis","14.63",
"Taxol","COLO-679","48","0.02","Cell cycle: percent mitosis","14.62",
"Taxol","NCI-H810","24","1.23","Cell cycle: percent mitosis","14.58",
"Taxol","COLO-679","72","0.02","Cell cycle: percent mitosis","14.58",
"Taxol","KMRC-20","24","11.11","Cell cycle: percent mitosis","14.57",
"Taxol","647-V","24","3.7","Cell cycle: percent non-arrested","14.56",
"Taxol","Calu-3","48","3.7","Cell cycle: percent interphase","14.52",
"Taxol","KMRC-20","72","0.14","Cell cycle: percent non-arrested","14.48",
"Taxol","COLO-679","48","0.01","Cell cycle: percent mitosis","14.48",
"Taxol","Calu-3","48","0.14","Cell cycle: percent interphase","14.47",
"Taxol","NCI-H1648","24","1.23","Cell cycle: percent mitosis","14.46",
"Taxol","Ca9-22","48","0.41","Cell cycle: percent interphase","14.46",
"Taxol","KYSE-150","24","3.7","Cell cycle: percent non-arrested","14.43",
"Taxol","Ca9-22","72","0.14","Cell cycle: percent non-arrested","14.43",
"Taxol","KYSE-150","48","0.05","Cell cycle: percent non-arrested","14.4",
"Taxol","Ishikawa","48","1.23","Cell cycle: percent non-arrested","14.38",
"Taxol","HEC-1","24","0.41","Cell cycle: percent mitosis","14.38",
"Taxol","AGS","24","0.41","Cell cycle: percent non-arrested","14.37",
"Taxol","NCI-H1648","72","0.41","Cell cycle: percent non-arrested","14.29",
"Taxol","NCI-H1648","72","0.05","Cell cycle: percent non-arrested","14.29",
"Taxol","NCI-H1648","48","33.33","Cell cycle: percent non-arrested","14.29",
"Taxol","IA-LM","48","0.02","Cell cycle: percent G2-M arrested","14.29",
"Taxol","5637","24","1.23","Cell cycle: percent mitosis","14.29",
"Taxol","5637","48","33.33","Cell cycle: percent mitosis","14.29",
"Taxol","COLO-679","72","11.11","Cell cycle: percent mitosis","14.29",
"Taxol","HEC-1","24","0.05","Cell cycle: percent non-arrested","14.26",
"Taxol","NCI-H1648","48","0.01","Cell cycle: percent mitosis","14.21",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.14","Cell cycle: percent non-arrested","14.18",
"Taxol","Ishikawa","48","0.41","Cell cycle: percent non-arrested","14.17",
"Taxol","AGS","24","0.05","Cell cycle: percent non-arrested","14.15",
"Taxol","NCI-H1648","24","0.01","Cell cycle: percent mitosis","14.12",
"Taxol","KMRC-20","48","11.11","Cell cycle: percent non-arrested","14.09",
"Taxol","KMRC-20","24","11.11","Cell cycle: percent mitosis","14.09",
"Taxol","HEC-1","24","0.14","Cell cycle: percent mitosis","14.09",
"Taxol","Calu-3","72","0.05","Cell cycle: percent mitosis","14.09",
"Taxol","LNZTA3WT4","48","0.02","Cell cycle: percent non-arrested","14.07",
"Taxol","LNZTA3WT4","24","0.14","Cell cycle: percent mitosis","14.06",
"Taxol","SNB75","72","1.23","Cell cycle: percent non-arrested","14.04",
"Taxol","SNB75","72","1.23","Cell cycle: percent interphase","14.04",
"Taxol","NCI-H810","24","1.23","Cell cycle: percent mitosis","14.03",
"Taxol","KYSE-140","24","0.14","Cell cycle: percent mitosis","14",
"Taxol","HEC-1","24","3.7","Cell cycle: percent non-arrested","13.99",
"Taxol","IA-LM","24","11.11","Cell cycle: percent mitosis","13.98",
"Taxol","Ishikawa (Heraklio) 02 ER-","72","3.7","Cell cycle: percent non-arrested","13.98",
"Taxol","COLO-679","24","3.7","Cell cycle: percent mitosis","13.98",
"Taxol","FU97","72","3.7","Cell cycle: percent non-arrested","13.94",
"Taxol","Ishikawa","48","0.14","Cell cycle: percent non-arrested","13.91",
"Taxol","IA-LM","48","33.33","Cell cycle: percent G2-M arrested","13.89",
"Taxol","KYSE-150","24","0.02","Cell cycle: percent non-arrested","13.87",
"Taxol","Calu-3","48","1.23","Cell cycle: percent interphase","13.83",
"Taxol","KYSE-150","48","0.05","Cell cycle: percent non-arrested","13.82",
"Taxol","NCI-H1648","24","0.41","Cell cycle: percent mitosis","13.79",
"Taxol","KYSE-140","24","0.14","Cell cycle: percent mitosis","13.77",
"Taxol","HEC-1","24","0.14","Cell cycle: percent non-arrested","13.77",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","11.11","Cell cycle: percent non-arrested","13.7",
"Taxol","KYSE-180","72","0.05","Cell cycle: percent non-arrested","13.63",
"Taxol","647-V","24","0.14","Cell cycle: percent non-arrested","13.62",
"Taxol","FU97","72","1.23","Cell cycle: percent non-arrested","13.61",
"Taxol","SNB75","48","0.02","Cell cycle: percent non-arrested","13.6",
"Taxol","SNB75","48","0.02","Cell cycle: percent interphase","13.6",
"Taxol","Ishikawa (Heraklio) 02 ER-","24","11.11","Cell cycle: percent non-arrested","13.6",
"Taxol","KYSE-150","24","0.05","Cell cycle: percent non-arrested","13.58",
"Taxol","5637","24","33.33","Cell cycle: percent mitosis","13.56",
"Taxol","KMRC-20","24","0.05","Cell cycle: percent mitosis","13.53",
"Taxol","KYSE-180","72","0.05","Cell cycle: percent non-arrested","13.47",
"Taxol","KMRC-20","24","0.14","Cell cycle: percent non-arrested","13.43",
"Taxol","COLO-679","48","0.01","Cell cycle: percent mitosis","13.43",
"Taxol","CAL-51","24","1.23","Cell cycle: percent non-arrested","13.41",
"Taxol","KYSE-150","24","3.7","Cell cycle: percent mitosis","13.4",
"Taxol","CAL-51","24","0.05","Cell cycle: percent mitosis","13.37",
"Taxol","KYSE-140","24","0.05","Cell cycle: percent mitosis","13.36",
"Taxol","KYSE-150","24","0.14","Cell cycle: percent mitosis","13.35",
"Taxol","SK-MES","48","0.14","Cell cycle: percent G2-M arrested","13.33",
"Taxol","NCI-H1648","48","0.41","Cell cycle: percent mitosis","13.33",
"Taxol","NCI-H1648","72","3.7","Cell cycle: percent mitosis","13.33",
"Taxol","NCI-H1648","24","11.11","Cell cycle: percent mitosis","13.33",
"Taxol","COLO-800","48","0.01","Cell cycle: percent non-arrested","13.33",
"Taxol","COLO-800","48","0.01","Cell cycle: percent interphase","13.33",
"Taxol","5637","72","11.11","Cell cycle: percent interphase","13.33",
"Taxol","KYSE-180","24","33.33","Cell cycle: percent mitosis","13.32",
"Taxol","SK-LMS-1","24","0.14","Cell cycle: percent mitosis","13.31",
"Taxol","SK-LMS-1","72","0.01","Cell cycle: percent non-arrested","13.3",
"Taxol","KYSE-450","24","0.01","Cell cycle: percent mitosis","13.24",
"Taxol","CAL-51","24","3.7","Cell cycle: percent non-arrested","13.23",
"Taxol","Ca Ski","24","11.11","Cell cycle: percent mitosis","13.18",
"Taxol","A375.S2","48","3.7","Cell cycle: percent non-arrested","13.18",
"Taxol","5637","48","11.11","Cell cycle: percent non-arrested","13.16",
"Taxol","5637","48","11.11","Cell cycle: percent interphase","13.16",
"Taxol","JHH-6","24","11.11","Cell cycle: percent non-arrested","13.15",
